,ticker,date,time,headline,neg,neu,pos,compound
0,GOOG,2020-09-26,05:27PM,A Right-Leaning Court Will Tackle Some Big Business Cases. The Outcomes Arent Obvious.,0.0,1.0,0.0,0.0
1,GOOG,2020-09-26,12:26PM,"This Week in Apps: Redesigning the iOS 14 home screen, app makers form 'fairness' coalition, latest on TikTok ban",0.167,0.833,0.0,-0.5574
2,GOOG,2020-09-26,10:49AM,TikTok Judge Schedules Sunday Hearing as Trumps Ban Looms,0.426,0.574,0.0,-0.6369
3,GOOG,2020-09-26,08:32AM,Opinion: Why Mr. Market doesnt care if democracy is collapsing,0.376,0.624,0.0,-0.5897
4,GOOG,2020-09-26,07:55AM,3 Cash-Cow Stocks to Buy Ahead of the Next Market Crash,0.231,0.769,0.0,-0.4019
5,GOOG,2020-09-25,08:05PM,Why Rival Bike Peddlers Could Help Boost Pelotons Stock,0.0,0.565,0.435,0.6597
6,GOOG,2020-09-25,05:56PM,Google Policy Limits Ads for Election as It Does for Disasters,0.265,0.735,0.0,-0.5574
7,GOOG,2020-09-25,05:14PM,"Apple Decides to Waive 30% Cut of Paid Events on Facebook, but Only for 3 Months",0.1,0.9,0.0,-0.1406
8,GOOG,2020-09-25,04:25PM,Apple Inc. stock outperforms competitors on strong trading day,0.0,0.708,0.292,0.5106
9,GOOG,2020-09-25,04:25PM,"Amazon.com Inc. stock rises Friday, outperforms market",0.0,1.0,0.0,0.0
10,GOOG,2020-09-25,04:25PM,"Alphabet Inc. Cl A stock rises Friday, still underperforms market",0.0,1.0,0.0,0.0
11,GOOG,2020-09-25,04:09PM,"Market Recap: Friday, September 25",0.0,1.0,0.0,0.0
12,GOOG,2020-09-25,03:33PM,Tech Companies Wager Billions On Race To Win Over These Consumers,0.0,0.725,0.275,0.5859
13,GOOG,2020-09-25,02:34PM,Google settles shareholder lawsuits over sexual-harassment scandals,0.49,0.51,0.0,-0.5859
14,GOOG,2020-09-25,02:14PM,Republican AG Slams Democrats Who Would Shun DOJs Google Suit,0.0,1.0,0.0,0.0
15,GOOG,2020-09-25,02:12PM,U.S. judge expected to decide by Sunday if TikTok will remain in U.S. app stores,0.0,1.0,0.0,0.0
16,GOOG,2020-09-25,01:33PM,Google Reaches $310 Million Settlement In Misconduct Case,0.0,0.854,0.146,0.0516
17,GOOG,2020-09-25,01:24PM,Antitrust investigations into Google & Facebook heat up,0.0,1.0,0.0,0.0
18,GOOG,2020-09-25,01:20PM,Google to block U.S. election ads after polls close,0.266,0.734,0.0,-0.4404
19,GOOG,2020-09-25,01:18PM,Google to block election ads after Nov.3,0.326,0.674,0.0,-0.4404
20,GOOG,2020-09-25,12:55PM,Alphabet settles shareholder suit over sexual harassment claims,0.333,0.667,0.0,-0.5423
21,GOOG,2020-09-25,09:45AM,Google to Increase Push for Apps to Give Cut of In-App Purchases,0.146,0.694,0.16,0.0516
22,GOOG,2020-09-25,07:55AM,Amazon Unveiled New Hardware at Its Virtual Product Event. Heres Whats New.,0.0,0.866,0.134,0.1779
23,GOOG,2020-09-25,07:31AM,The Company Tesla Should Worry About in 2021,0.293,0.707,0.0,-0.4404
24,GOOG,2020-09-25,07:30AM,"[video]4 Thoughts on Amazon's Echo, Fire TV and Cloud Gaming Launches",0.194,0.806,0.0,-0.34
25,GOOG,2020-09-25,06:00AM,The #MeToo movement blew up the way Hollywood operates: Jessica Alba,0.0,1.0,0.0,0.0
